name,code
romiplostim,B02BX04
eltrombopag,B02BX05
emicizumab,B02BX06
lusutrombopag,B02BX07
avatrombopag,B02BX08
fostamatinib,B02BX09
amino acids,B02AA
aminocaproic acid,B02AA01
tranexamic acid,B02AA02
aminomethylbenzoic acid,B02AA03
antianemic preparations,B03
iron preparations,B03A
"iron trivalent, oral preparations",B03AB
ferric sodium citrate,B03AB01
saccharated iron oxide,B03AB02
sodium feredetate,B03AB03
ferric hydroxide,B03AB04
ferric oxide polymaltose complexes,B03AB05
chondroitin sulfate-iron complex,B03AB07
ferric acetyl transferrin,B03AB08
ferric proteinsuccinylate,B03AB09
ferric maltol,B03AB10
"iron, parenteral preparations",B03AC
iron in combination with folic acid,B03AD
ferrous amino acid complex,B03AD01
ferrous fumarate,B03AD02
ferrous sulfate,B03AD03
ferric oxide polymaltose complexes,B03AD04
ferrous gluconate,B03AD05
iron in other combinations,B03AE
"iron, vitamin b<n>12</n> and folic acid",B03AE01
"iron, multivitamins and folic acid",B03AE02
iron and multivitamins,B03AE03
"iron, multivitamins and minerals",B03AE04
various combinations,B03AE10
vitamin b<n>12</n> and folic acid,B03B
vitamin b<n>12</n> (cyanocobalamin and analogues),B03BA
cyanocobalamin,B03BA01
cyanocobalamin tannin complex,B03BA02
hydroxocobalamin,B03BA03
cobamamide,B03BA04
mecobalamin,B03BA05
"cyanocobalamin, combinations",B03BA51
"hydroxocobalamin, combinations",B03BA53
folic acid and derivatives,B03BB
folic acid,B03BB01
"folic acid, combinations",B03BB51
other antianemic preparations,B03X
other antianemic preparations,B03XA
erythropoietin,B03XA01
darbepoetin alfa,B03XA02
methoxy polyethylene glycol-epoetin beta,B03XA03
peginesatide,B03XA04
roxadustat,B03XA05
luspatercept,B03XA06
"iron bivalent, oral preparations",B03AA
ferrous glycine sulfate,B03AA01
ferrous fumarate,B03AA02
ferrous gluconate,B03AA03
ferrous carbonate,B03AA04
ferrous chloride,B03AA05
ferrous succinate,B03AA06
ferrous sulfate,B03AA07
ferrous tartrate,B03AA08
ferrous aspartate,B03AA09
ferrous ascorbate,B03AA10
ferrous iodine,B03AA11
ferrous sodium citrate,B03AA12
blood substitutes and perfusion solutions,B05
blood and related products,B05A
other blood products,B05AX
erythrocytes,B05AX01
thrombocytes,B05AX02
blood plasma,B05AX03
stem cells from umbilical cord blood,B05AX04
i.v. solutions,B05B
solutions for parenteral nutrition,B05BA
amino acids,B05BA01
fat emulsions,B05BA02
carbohydrates,B05BA03
protein hydrolysates,B05BA04
combinations,B05BA10
solutions affecting the electrolyte balance,B05BB
electrolytes,B05BB01
electrolytes with carbohydrates,B05BB02
trometamol,B05BB03
electrolytes in combination with other drugs,B05BB04
solutions producing osmotic diuresis,B05BC
mannitol,B05BC01
carbamide,B05BC02
irrigating solutions,B05C
antiinfectives,B05CA
cetylpyridinium,B05CA01
chlorhexidine,B05CA02
nitrofural,B05CA03
sulfamethizole,B05CA04
taurolidine,B05CA05
mandelic acid,B05CA06
noxytiolin,B05CA07
ethacridine lactate,B05CA08
neomycin,B05CA09
combinations,B05CA10
salt solutions,B05CB
sodium chloride,B05CB01
sodium citrate,B05CB02
magnesium citrate,B05CB03
sodium bicarbonate,B05CB04
combinations,B05CB10
other irrigating solutions,B05CX
glucose,B05CX01
sorbitol,B05CX02
glycine,B05CX03
mannitol,B05CX04
combinations,B05CX10
peritoneal dialytics,B05D
isotonic solutions,B05DA
hypertonic solutions,B05DB
i.v. solution additives,B05X
electrolyte solutions,B05XA
potassium chloride,B05XA01
sodium bicarbonate,B05XA02
sodium chloride,B05XA03
ammonium chloride,B05XA04
magnesium sulfate,B05XA05
"potassium phosphate, incl. combinations with other potassium salts",B05XA06
calcium chloride,B05XA07
sodium acetate,B05XA08
sodium phosphate,B05XA09
magnesium phosphate,B05XA10
magnesium chloride,B05XA11
zinc chloride,B05XA12
hydrochloric acid,B05XA13
sodium glycerophosphate,B05XA14
potassium lactate,B05XA15
cardioplegia solutions,B05XA16
potassium acetate,B05XA17
zinc sulfate,B05XA18
combinations of electrolytes,B05XA30
electrolytes in combination with other drugs,B05XA31
amino acids,B05XB
arginine hydrochloride,B05XB01
alanyl glutamine,B05XB02
lysine,B05XB03
vitamins,B05XC
other i.v. solution additives,B05XX
trometamol,B05XX02
hemodialytics and hemofiltrates,B05Z
"hemodialytics, concentrates",B05ZA
hemofiltrates,B05ZB
blood substitutes and plasma protein fractions,B05AA
albumin,B05AA01
other plasma protein fractions,B05AA02
fluorocarbon blood substitutes,B05AA03
dextran,B05AA05
gelatin agents,B05AA06
hydroxyethylstarch,B05AA07
hemoglobin crosfumaril,B05AA08
hemoglobin raffimer,B05AA09
hemoglobin glutamer (bovine),B05AA10
other hematological agents,B06
other hematological agents,B06A
heme products,B06AB
hemin,B06AB01
drugs used in hereditary angioedema,B06AC
"c1-inhibitor, plasma derived",B06AC01
icatibant,B06AC02
ecallantide,B06AC03
conestat alfa,B06AC04
lanadelumab,B06AC05
other hematological agents,B06AX
crizanlizumab,B06AX01
betibeglogene autotemcel,B06AX02
enzymes,B06AA
fibrinolysin and desoxyribonuclease,B06AA02
hyaluronidase,B06AA03
chymotrypsin,B06AA04
trypsin,B06AA07
desoxyribonuclease,B06AA10
"streptokinase, combinations",B06AA55
cardiovascular system,C
cardiac therapy,C01
cardiac glycosides,C01A
scilla glycosides,C01AB
proscillaridin,C01AB01
"proscillaridin, combinations",C01AB51
strophanthus glycosides,C01AC
g-strophanthin,C01AC01
cymarin,C01AC03
other cardiac glycosides,C01AX
peruvoside,C01AX02
"antiarrhythmics, class i and iii",C01B
"antiarrhythmics, class ia",C01BA
quinidine,C01BA01
procainamide,C01BA02
disopyramide,C01BA03
sparteine,C01BA04
ajmaline,C01BA05
prajmaline,C01BA08
lorajmine,C01BA12
hydroquinidine,C01BA13
"quinidine, combinations excl. psycholeptics",C01BA51
"quinidine, combinations with psycholeptics",C01BA71
"antiarrhythmics, class ib",C01BB
lidocaine,C01BB01
mexiletine,C01BB02
tocainide,C01BB03
aprindine,C01BB04
"antiarrhythmics, class ic",C01BC
propafenone,C01BC03
flecainide,C01BC04
lorcainide,C01BC07
encainide,C01BC08
ethacizine,C01BC09
"antiarrhythmics, class iii",C01BD
amiodarone,C01BD01
bretylium tosilate,C01BD02
bunaftine,C01BD03
dofetilide,C01BD04
ibutilide,C01BD05
tedisamil,C01BD06
dronedarone,C01BD07
"other antiarrhythmics, class i and iii",C01BG
moracizine,C01BG01
cibenzoline,C01BG07
vernakalant,C01BG11
cardiac stimulants excl. cardiac glycosides,C01C
adrenergic and dopaminergic agents,C01CA
etilefrine,C01CA01
isoprenaline,C01CA02
norepinephrine,C01CA03
dopamine,C01CA04
norfenefrine,C01CA05
phenylephrine,C01CA06
dobutamine,C01CA07
oxedrine,C01CA08
metaraminol,C01CA09
methoxamine,C01CA10
mephentermine,C01CA11
dimetofrine,C01CA12
prenalterol,C01CA13
dopexamine,C01CA14
gepefrine,C01CA15
ibopamine,C01CA16
midodrine,C01CA17
octopamine,C01CA18
fenoldopam,C01CA19
cafedrine,C01CA21
arbutamine,C01CA22
theodrenaline,C01CA23
epinephrine,C01CA24
amezinium metilsulfate,C01CA25
ephedrine,C01CA26
droxidopa,C01CA27
combinations,C01CA30
"etilefrine, combinations",C01CA51
phosphodiesterase inhibitors,C01CE
amrinone,C01CE01
milrinone,C01CE02
enoximone,C01CE03
bucladesine,C01CE04
other cardiac stimulants,C01CX
angiotensinamide,C01CX06
xamoterol,C01CX07
levosimendan,C01CX08
angiotensin ii,C01CX09
vasodilators used in cardiac diseases,C01D
organic nitrates,C01DA
glyceryl trinitrate,C01DA02
methylpropylpropanediol dinitrate,C01DA04
pentaerithrityl tetranitrate,C01DA05
propatylnitrate,C01DA07
isosorbide dinitrate,C01DA08
trolnitrate,C01DA09
eritrityl tetranitrate,C01DA13
isosorbide mononitrate,C01DA14
organic nitrates in combination,C01DA20
tenitramine,C01DA38
"glyceryl trinitrate, combinations",C01DA52
"methylpropylpropanediol dinitrate, combinations",C01DA54
"pentaerithrityl tetranitrate, combinations",C01DA55
"propatylnitrate, combinations",C01DA57
"isosorbide dinitrate, combinations",C01DA58
"trolnitrate, combinations",C01DA59
"eritrityl tetranitrate, combinations",C01DA63
organic nitrates in combination with psycholeptics,C01DA70
quinolone vasodilators,C01DB
flosequinan,C01DB01
other vasodilators used in cardiac diseases,C01DX
itramin tosilate,C01DX01
prenylamine,C01DX02
oxyfedrine,C01DX03
benziodarone,C01DX04
carbocromen,C01DX05
hexobendine,C01DX06
etafenone,C01DX07
heptaminol,C01DX08
imolamine,C01DX09
dilazep,C01DX10
trapidil,C01DX11
molsidomine,C01DX12
efloxate,C01DX13
cinepazet,C01DX14
cloridarol,C01DX15
nicorandil,C01DX16
linsidomine,C01DX18
nesiritide,C01DX19
serelaxin,C01DX21
vericiguat,C01DX22
"itramin tosilate, combinations",C01DX51
"prenylamine, combinations",C01DX52
"oxyfedrine, combinations",C01DX53
"benziodarone, combinations",C01DX54
other cardiac preparations,C01E
prostaglandins,C01EA
alprostadil,C01EA01
other cardiac preparations,C01EB
camphora,C01EB02
indometacin,C01EB03
crataegus glycosides,C01EB04
creatinolfosfate,C01EB05
fosfocreatine,C01EB06
"fructose 1,6-diphosphate",C01EB07
ubidecarenone,C01EB09
adenosine,C01EB10
tiracizine,C01EB11
acadesine,C01EB13
trimetazidine,C01EB15
ibuprofen,C01EB16
ivabradine,C01EB17
ranolazine,C01EB18
regadenoson,C01EB21
meldonium,C01EB22
tiazotic acid,C01EB23
other cardiac combination products,C01EX
digitalis glycosides,C01AA
acetyldigitoxin,C01AA01
acetyldigoxin,C01AA02
digitalis leaves,C01AA03
digitoxin,C01AA04
digoxin,C01AA05
lanatoside c,C01AA06
deslanoside,C01AA07
metildigoxin,C01AA08
gitoformate,C01AA09
"acetyldigoxin, combinations",C01AA52
antihypertensives,C02
"antiadrenergic agents, centrally acting",C02A
methyldopa,C02AB
methyldopa (levorotatory),C02AB01
methyldopa (racemic),C02AB02
imidazoline receptor agonists,C02AC
clonidine,C02AC01
guanfacine,C02AC02
tolonidine,C02AC04
moxonidine,C02AC05
rilmenidine,C02AC06
"antiadrenergic agents, ganglion-blocking",C02B
sulfonium derivatives,C02BA
trimetaphan,C02BA01
secondary and tertiary amines,C02BB
mecamylamine,C02BB01
bisquaternary ammonium compounds,C02BC
"antiadrenergic agents, peripherally acting",C02C
alpha-adrenoreceptor antagonists,C02CA
prazosin,C02CA01
indoramin,C02CA02
trimazosin,C02CA03
doxazosin,C02CA04
urapidil,C02CA06
guanidine derivatives,C02CC
betanidine,C02CC01
guanethidine,C02CC02
guanoxan,C02CC03
debrisoquine,C02CC04
guanoclor,C02CC05
guanazodine,C02CC06
guanoxabenz,C02CC07
"arteriolar smooth muscle, agents acting on",C02D
thiazide derivatives,C02DA
diazoxide,C02DA01
hydrazinophthalazine derivatives,C02DB
dihydralazine,C02DB01
hydralazine,C02DB02
endralazine,C02DB03
cadralazine,C02DB04
pyrimidine derivatives,C02DC
minoxidil,C02DC01
nitroferricyanide derivatives,C02DD
nitroprusside,C02DD01
guanidine derivatives,C02DG
pinacidil,C02DG01
other antihypertensives,C02K
"alkaloids, excl. rauwolfia",C02KA
veratrum,C02KA01
tyrosine hydroxylase inhibitors,C02KB
metirosine,C02KB01
mao inhibitors,C02KC
pargyline,C02KC01
serotonin antagonists,C02KD
ketanserin,C02KD01
antihypertensives for pulmonary arterial hypertension,C02KX
bosentan,C02KX01
ambrisentan,C02KX02
sitaxentan,C02KX03
macitentan,C02KX04
riociguat,C02KX05
ambrisentan and tadalafil,C02KX52
antihypertensives and diuretics in combination,C02L
rauwolfia alkaloids and diuretics in combination,C02LA
reserpine and diuretics,C02LA01
rescinnamine and diuretics,C02LA02
deserpidine and diuretics,C02LA03
methoserpidine and diuretics,C02LA04
bietaserpine and diuretics,C02LA07
"rauwolfia alkaloids, whole root and diuretics",C02LA08
syrosingopine and diuretics,C02LA09
combination of rauwolfia alkaloids and diuretics incl. other combinations,C02LA50
"reserpine and diuretics, combinations with other drugs",C02LA51
"rescinnamine and diuretics, combinations with other drugs",C02LA52
"reserpine and diuretics, combinations with psycholeptics",C02LA71
methyldopa and diuretics in combination,C02LB
methyldopa (levorotatory) and diuretics,C02LB01
imidazoline receptor agonists in combination with diuretics,C02LC
clonidine and diuretics,C02LC01
moxonidine and diuretics,C02LC05
"clonidine and diuretics, combinations with other drugs",C02LC51
alpha-adrenoreceptor antagonists and diuretics,C02LE
prazosin and diuretics,C02LE01
guanidine derivatives and diuretics,C02LF
guanethidine and diuretics,C02LF01
hydrazinophthalazine derivatives and diuretics,C02LG
dihydralazine and diuretics,C02LG01
hydralazine and diuretics,C02LG02
picodralazine and diuretics,C02LG03
"dihydralazine and diuretics, combinations with other drugs",C02LG51
"picodralazine and diuretics, combinations with psycholeptics",C02LG73
"alkaloids, excl. rauwolfia, in combination with diuretics",C02LK
veratrum and diuretics,C02LK01
mao inhibitors and diuretics,C02LL
pargyline and diuretics,C02LL01
serotonin antagonists and diuretics,C02LN
other antihypertensives and diuretics,C02LX
pinacidil and diuretics,C02LX01
combinations of antihypertensives in atc-gr. c02,C02N
rauwolfia alkaloids,C02AA
rescinnamine,C02AA01
reserpine,C02AA02
combinations of rauwolfia alkaloids,C02AA03
"rauwolfia alkaloids, whole root",C02AA04
deserpidine,C02AA05
methoserpidine,C02AA06
bietaserpine,C02AA07
"reserpine, combinations",C02AA52
"combinations of rauwolfia alkoloids, combinations",C02AA53
"bietaserpine, combinations",C02AA57
diuretics,C03
"low-ceiling diuretics, thiazides",C03A
thiazides and potassium in combination,C03AB
bendroflumethiazide and potassium,C03AB01
hydroflumethiazide and potassium,C03AB02
hydrochlorothiazide and potassium,C03AB03
chlorothiazide and potassium,C03AB04
polythiazide and potassium,C03AB05
trichlormethiazide and potassium,C03AB06
cyclopenthiazide and potassium,C03AB07
methyclothiazide and potassium,C03AB08
cyclothiazide and potassium,C03AB09
"thiazides, combinations with psycholeptics and/or analgesics",C03AH
"chlorothiazide, combinations",C03AH01
"hydroflumethiazide, combinations",C03AH02
"thiazides, combinations with other drugs",C03AX
"hydrochlorothiazide, combinations",C03AX01
"low-ceiling diuretics, excl. thiazides",C03B
"sulfonamides, plain",C03BA
quinethazone,C03BA02
clopamide,C03BA03
chlortalidone,C03BA04
mefruside,C03BA05
clofenamide,C03BA07
metolazone,C03BA08
meticrane,C03BA09
xipamide,C03BA10
indapamide,C03BA11
clorexolone,C03BA12
fenquizone,C03BA13
"clorexolone, combinations with psycholeptics",C03BA82
sulfonamides and potassium in combination,C03BB
quinethazone and potassium,C03BB02
clopamide and potassium,C03BB03
chlortalidone and potassium,C03BB04
mefruside and potassium,C03BB05
clofenamide and potassium,C03BB07
mercurial diuretics,C03BC
mersalyl,C03BC01
xanthine derivatives,C03BD
theobromine,C03BD01
"sulfonamides, combinations with other drugs",C03BK
other low-ceiling diuretics,C03BX
cicletanine,C03BX03
high-ceiling diuretics,C03C
"sulfonamides, plain",C03CA
furosemide,C03CA01
bumetanide,C03CA02
piretanide,C03CA03
torasemide,C03CA04
sulfonamides and potassium in combination,C03CB
furosemide and potassium,C03CB01
bumetanide and potassium,C03CB02
aryloxyacetic acid derivatives,C03CC
etacrynic acid,C03CC01
tienilic acid,C03CC02
pyrazolone derivatives,C03CD
muzolimine,C03CD01
other high-ceiling diuretics,C03CX
etozolin,C03CX01
potassium-sparing agents,C03D
aldosterone antagonists,C03DA
spironolactone,C03DA01
potassium canrenoate,C03DA02
canrenone,C03DA03
eplerenone,C03DA04
other potassium-sparing agents,C03DB
amiloride,C03DB01
triamterene,C03DB02
diuretics and potassium-sparing agents in combination,C03E
low-ceiling diuretics and potassium-sparing agents,C03EA
hydrochlorothiazide and potassium-sparing agents,C03EA01
trichlormethiazide and potassium-sparing agents,C03EA02
epitizide and potassium-sparing agents,C03EA03
altizide and potassium-sparing agents,C03EA04
mebutizide and potassium-sparing agents,C03EA05
chlortalidone and potassium-sparing agents,C03EA06
cyclopenthiazide and potassium-sparing agents,C03EA07
metolazone and potassium-sparing agents,C03EA12
bendroflumethiazide and potassium-sparing agents,C03EA13
butizide and potassium-sparing agents,C03EA14
high-ceiling diuretics and potassium-sparing agents,C03EB
furosemide and potassium-sparing agents,C03EB01
bumetanide and potassium-sparing agents,C03EB02
other diuretics,C03X
vasopressin antagonists,C03XA
tolvaptan,C03XA01
conivaptan,C03XA02
"thiazides, plain",C03AA
bendroflumethiazide,C03AA01
hydroflumethiazide,C03AA02
hydrochlorothiazide,C03AA03
chlorothiazide,C03AA04
polythiazide,C03AA05
trichlormethiazide,C03AA06
cyclopenthiazide,C03AA07
methyclothiazide,C03AA08
cyclothiazide,C03AA09
mebutizide,C03AA13
peripheral vasodilators,C04
peripheral vasodilators,C04A
imidazoline derivatives,C04AB
phentolamine,C04AB01
tolazoline,C04AB02
nicotinic acid and derivatives,C04AC
nicotinic acid,C04AC01
nicotinyl alcohol (pyridylcarbinol),C04AC02
inositol nicotinate,C04AC03
ciclonicate,C04AC07
purine derivatives,C04AD
pentifylline,C04AD01
xantinol nicotinate,C04AD02
pentoxifylline,C04AD03
etofylline nicotinate,C04AD04
ergot alkaloids,C04AE
ergoloid mesylates,C04AE01
nicergoline,C04AE02
dihydroergocristine,C04AE04
"ergoloid mesylates, combinations",C04AE51
"dihydroergocristine, combinations",C04AE54
enzymes,C04AF
kallidinogenase,C04AF01
other peripheral vasodilators,C04AX
cyclandelate,C04AX01
phenoxybenzamine,C04AX02
vincamine,C04AX07
moxisylyte,C04AX10
bencyclane,C04AX11
vinburnine,C04AX17
suloctidil,C04AX19
buflomedil,C04AX20
naftidrofuryl,C04AX21
butalamine,C04AX23
visnadine,C04AX24
cetiedil,C04AX26
cinepazide,C04AX27
ifenprodil,C04AX28
azapetine,C04AX30
fasudil,C04AX32
2-amino-1-phenylethanol derivatives,C04AA
isoxsuprine,C04AA01
buphenine,C04AA02
bamethan,C04AA31
vasoprotectives,C05
agents for treatment of hemorrhoids and anal fissures for topical use,C05A
antibiotics,C05AB
local anesthetics,C05AD
lidocaine,C05AD01
tetracaine,C05AD02
benzocaine,C05AD03
cinchocaine,C05AD04
procaine,C05AD05
oxetacaine,C05AD06
pramocaine,C05AD07
muscle relaxants,C05AE
glyceryl trinitrate,C05AE01
isosorbide dinitrate,C05AE02
diltiazem,C05AE03
other agents for treatment of hemorrhoids and anal fissures for topical use,C05AX
aluminium preparations,C05AX01
"bismuth preparations, combinations",C05AX02
"other preparations, combinations",C05AX03
zinc preparations,C05AX04
tribenoside,C05AX05
antivaricose therapy,C05B
heparins or heparinoids for topical use,C05BA
organo-heparinoid,C05BA01
sodium apolate,C05BA02
heparin,C05BA03
pentosan polysulfate sodium,C05BA04
"heparinoid, combinations",C05BA51
"heparin, combinations",C05BA53
sclerosing agents for local injection,C05BB
monoethanolamine oleate,C05BB01
polidocanol,C05BB02
invert sugar,C05BB03
sodium tetradecyl sulfate,C05BB04
phenol,C05BB05
"glucose, combinations",C05BB56
other sclerosing agents,C05BX
calcium dobesilate,C05BX01
"calcium dobesilate, combinations",C05BX51
capillary stabilizing agents,C05C
bioflavonoids,C05CA
rutoside,C05CA01
monoxerutin,C05CA02
diosmin,C05CA03
troxerutin,C05CA04
hidrosmin,C05CA05
"rutoside, combinations",C05CA51
"diosmin, combinations",C05CA53
